bias,beta_0,beta_1,beta_2
1.08034341327,-0.996011077581,-0.710081682943,-0.102188189566
1.08034341327,-1.08926633856,-0.56516444279,-0.112477751618
1.11104914444,-0.903747134228,-0.798234170345,-0.120727803376
1.11104914444,-1.41892198596,-0.650060224464,-0.113388521374
1.08293516988,-1.65596594662,-0.853148586389,-0.116055589786
1.08293516988,-1.66016932108,-0.719723395983,-0.120413794291
1.07769190331,-1.46971075328,-0.443094223799,-0.12145214126
1.07769190331,-1.50404440092,-0.644633246874,-0.140222127832
1.15495352453,-1.50404440092,-0.644633246874,-0.140222127832
1.15495352453,-1.35080674557,-0.563060227846,-0.146645803793
1.13696257126,-1.23288436976,-0.32338262762,-0.143812785816
1.14846277267,-1.161412746,-0.411208125932,-0.170053672971
1.14846277267,-1.161412746,-0.411208125932,-0.170053672971
1.14846277267,-1.24817214543,-0.538012170947,-0.155008559812
1.15349188385,-1.36598969088,-0.682964717957,-0.158474845351
1.15586040298,-1.34452272319,-0.676739066221,-0.165675934599
1.15586040298,-1.34452272319,-0.676739066221,-0.165675934599
1.16504701804,-1.34452272319,-0.676739066221,-0.165675934599
1.19711266328,-1.22893738406,-0.495742945347,-0.178479562069
1.26281476939,-1.15736375715,-0.54805080914,-0.173024541201
1.26281476939,-1.34265608385,-0.578403375469,-0.168910320276
1.27340830158,-1.77581298085,-0.64441278811,-0.172132822024
